Link_a,Link_b,Link_c,Link_d,deg2,deg4_open,deg4_crossed,deg3_open,deg3_crossed
40.0,120.0,80.0,100.0,40.0,102.17337480932619,-128.6527436806004,23.784949516202005,-50.26431838747623
40.0,120.0,80.0,100.0,40.0,0.019080487143178927,-0.04015355018690979,0.006248557042926948,-0.020551787086786115
40.0,120.0,80.0,100.0,40.0,57.324880070360805,-98.00496407802875,20.297882788196485,-60.97796679586445
40.0,120.0,80.0,100.0,40.0,57.324880070360805,-98.00496407802875,20.297882788196485,-60.97796679586445
